film_id,title,original_title,production_year,duration,directors,countries,country_codes,genres,total_festivals,total_screenings,awards_won,nominations,mentions,first_screening_year,last_screening_year,circulation_span_years,screening_timeline
f91f63fd-1c16-4e30-9301-67d3b36ee734,The Favourite,The Favourite,2018,119,Yorgos Lanthimos,"Ireland, United Kingdom","GB, IE","Biography, Drama, History, LGBTQ+",47,135,51,59,0,2018,2020,2,"[{""event_year"": 2018, ""festival"": ""AFI Fest"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""AFI Fest"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": ""Special Screenings""}, {""event_year"": 2018, ""festival"": ""Bergen International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""BFI London Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Cinematography""}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Director""}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Casting""}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Production Design""}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Actress""}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Supporting Actress""}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Costume Design""}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Film""}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Screenplay""}, {""event_year"": 2018, ""festival"": ""British Independent Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Make Up & Hair Design""}, {""event_year"": 2018, ""festival"": ""Camerimage"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Audience Award""}, {""event_year"": 2018, ""festival"": ""Chéries-Chéris"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Chicago International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Ghent Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Gijón International Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Best Actress""}, {""event_year"": 2018, ""festival"": ""Golden Horse Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Gotham Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Screenplay""}, {""event_year"": 2018, ""festival"": ""Gotham Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Feature""}, {""event_year"": 2018, ""festival"": ""Gotham Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Special Jury Award for Ensemble Performance""}, {""event_year"": 2018, ""festival"": ""Hamburg Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Hawaii International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Indiewire Critics' Poll"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Supporting Actress""}, {""event_year"": 2018, ""festival"": ""Indiewire Critics' Poll"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Screenplay""}, {""event_year"": 2018, ""festival"": ""Indiewire Critics' Poll"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Director""}, {""event_year"": 2018, ""festival"": ""Indiewire Critics' Poll"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Lead Actress""}, {""event_year"": 2018, ""festival"": ""Indiewire Critics' Poll"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Supporting Actress""}, {""event_year"": 2018, ""festival"": ""Indiewire Critics' Poll"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Film""}, {""event_year"": 2018, ""festival"": ""Los Angeles Film Critics Association Awards"", ""event_type"": ""award"", ""status"": ""second_place"", ""category"": ""Best Screenplay""}, {""event_year"": 2018, ""festival"": ""Los Angeles Film Critics Association Awards"", ""event_type"": ""award"", ""status"": ""second_place"", ""category"": ""Best Production Design""}, {""event_year"": 2018, ""festival"": ""Los Angeles Film Critics Association Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Actress""}, {""event_year"": 2018, ""festival"": ""Mar del Plata International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Mill Valley Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""New York Film Critics"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Ensemble Cast""}, {""event_year"": 2018, ""festival"": ""New York Film Critics"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Screenplay""}, {""event_year"": 2018, ""festival"": ""New York Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Philadelphia Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""São Paulo International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Stockholm International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": ""Open Zone""}, {""event_year"": 2018, ""festival"": ""Tallinn Black Nights Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Telluride Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Tokyo International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Vancouver International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Venice Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Grand Jury Prize""}, {""event_year"": 2018, ""festival"": ""Venice Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Best Actress""}, {""event_year"": 2018, ""festival"": ""Viennale"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2018, ""festival"": ""Zurich Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2019, ""festival"": ""AACTA International Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Screenplay""}, {""event_year"": 2019, ""festival"": ""AACTA International Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Direction""}, {""event_year"": 2019, ""festival"": ""AACTA International Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Actress""}, {""event_year"": 2019, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Supporting Actress""}, {""event_year"": 2019, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Picture""}, {""event_year"": 2019, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Production Design""}, {""event_year"": 2019, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Actress""}, {""event_year"": 2019, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Cinematography""}, {""event_year"": 2019, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Editing""}, {""event_year"": 2019, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Costume Design""}, {""event_year"": 2019, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Director""}, {""event_year"": 2019, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Original Screenplay""}, {""event_year"": 2019, ""festival"": ""Austin Film Critics Association"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Editing""}, {""event_year"": 2019, ""festival"": ""Austin Film Critics Association"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Ensemble""}, {""event_year"": 2019, ""festival"": ""Austin Film Critics Association"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Actress""}, {""event_year"": 2019, ""festival"": ""Austin Film Critics Association"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Supporting Actress""}, {""event_year"": 2019, ""festival"": ""Austin Film Critics Association"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Cinematography""}, {""event_year"": 2019, ""festival"": ""Austin Film Critics Association"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Director""}, {""event_year"": 2019, ""festival"": ""Austin Film Critics Association"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Original Screenplay""}, {""event_year"": 2019, ""festival"": ""Austin Film Critics Association"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Film""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Cinematography""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Leading Actress""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Original Screenplay""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Film""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Make & Hair""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Editing""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Leading Actress""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Supporting Actress""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Production Design""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Make Up and Hair""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Supporting Actress""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Costume Design""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Director""}, {""event_year"": 2019, ""festival"": ""BAFTA Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Outstanding British Film""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Director""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Acting Ensemble""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Actress""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Comedy""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Costume Design""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Picture""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Cinematography""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Editing""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Production Design""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Actress in a Comedy""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Original Screenplay""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Hair & Makeup""}, {""event_year"": 2019, ""festival"": ""Critics Choice Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Supporting Actress""}, {""event_year"": 2019, ""festival"": ""Encounters Short Film and Animation Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2019, ""festival"": ""European Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""European Editor""}, {""event_year"": 2019, ""festival"": ""European Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""European Costume Designer""}, {""event_year"": 2019, ""festival"": ""European Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""European Cinematographer""}, {""event_year"": 2019, ""festival"": ""European Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""European Comedy""}, {""event_year"": 2019, ""festival"": ""European Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""European Actress""}, {""event_year"": 2019, ""festival"": ""European Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""European Film""}, {""event_year"": 2019, ""festival"": ""European Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""European Hair & Makeup Artist""}, {""event_year"": 2019, ""festival"": ""European Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""European Director""}, {""event_year"": 2019, ""festival"": ""Golden Globes (USA)"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Supporting Actress""}, {""event_year"": 2019, ""festival"": ""Golden Globes (USA)"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Screenplay""}, {""event_year"": 2019, ""festival"": ""Golden Globes (USA)"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Actress: Musical or Comedy""}, {""event_year"": 2019, ""festival"": ""Golden Globes (USA)"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Motion Picture: Musical or Comedy""}, {""event_year"": 2019, ""festival"": ""Independent Spirit Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best International Film""}, {""event_year"": 2019, ""festival"": ""London Critics Circle Film Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Director of the Year""}, {""event_year"": 2019, ""festival"": ""London Critics Circle Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""The Attenborough Award for British/Irish Film of the Year""}, {""event_year"": 2019, ""festival"": ""London Critics Circle Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Supporting Actress of the Year""}, {""event_year"": 2019, ""festival"": ""London Critics Circle Film Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Technical Achievement Award - Production Design""}, {""event_year"": 2019, ""festival"": ""London Critics Circle Film Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""British/Irish Actress of the Year""}, {""event_year"": 2019, ""festival"": ""London Critics Circle Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Screenwriter of the Year""}, {""event_year"": 2019, ""festival"": ""London Critics Circle Film Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""The Philip French Award for Breakthrough British/Irish Filmmaker of the Year""}, {""event_year"": 2019, ""festival"": ""London Critics Circle Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Actress of the Year""}, {""event_year"": 2019, ""festival"": ""London Critics Circle Film Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Film of the Year""}, {""event_year"": 2019, ""festival"": ""National Society of Film Critics Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Actress""}, {""event_year"": 2019, ""festival"": ""National Society of Film Critics Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Screenplay""}, {""event_year"": 2019, ""festival"": ""Screen Actors Guild Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Outstanding Performance by a Female Actor in a Supporting Role""}, {""event_year"": 2019, ""festival"": ""Screen Actors Guild Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Outstanding Performance by a Female Actor in a Leading Role""}, {""event_year"": 2019, ""festival"": ""Vancouver Film Critics Circle"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Picture""}, {""event_year"": 2019, ""festival"": ""Vancouver Film Critics Circle"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Screenplay""}, {""event_year"": 2019, ""festival"": ""Vancouver Film Critics Circle"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Supporting Actress""}, {""event_year"": 2019, ""festival"": ""Vancouver Film Critics Circle"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Director""}, {""event_year"": 2019, ""festival"": ""Vancouver Film Critics Circle"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Actress""}, {""event_year"": 2019, ""festival"": ""Vancouver Film Critics Circle"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Supporting Actress""}, {""event_year"": 2020, ""festival"": ""Bodil Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Non-American Film""}, {""event_year"": 2020, ""festival"": ""Gaudí Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best European Film""}, {""event_year"": 2020, ""festival"": ""Irish Film and Television Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""VFX""}, {""event_year"": 2020, ""festival"": ""Kinema Junpo Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Readers' Best Foreign Film""}, {""event_year"": 2020, ""festival"": ""Polish Film Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best European Film""}]"
773e9016-4c93-43ec-9744-1e8b9a530057,Ice Merchants,Ice Merchants,2022,14,João Gonzalez,"France, United Kingdom","FR, GB","Animation, Short",36,39,9,2,3,2022,2024,2,"[{""event_year"": 2022, ""festival"": ""Calgary International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""Cannes Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Leitz Cine Discovery Prize""}, {""event_year"": 2022, ""festival"": ""Chicago International Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Gold Hugo""}, {""event_year"": 2022, ""festival"": ""Curtas Vila do Conde International Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Audience Award""}, {""event_year"": 2022, ""festival"": ""Curtas Vila do Conde International Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Best Portuguese Film""}, {""event_year"": 2022, ""festival"": ""DOK Leipzig"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""European Film Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""European Short Film""}, {""event_year"": 2022, ""festival"": ""Festival de Cine Iberoamericano de Huelva"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""Festival du Nouveau Cinéma"", ""event_type"": ""festival"", ""status"": ""special_mention"", ""category"": ""Prix des P'tits Loups""}, {""event_year"": 2022, ""festival"": ""Ghent Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""Guadalajara International Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""International Rigo Mora Award""}, {""event_year"": 2022, ""festival"": ""Helsinki International Film Festival - Love & Anarchy"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""Melbourne International Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Award for Best Animation Short Film""}, {""event_year"": 2022, ""festival"": ""Ottawa International Animation Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""Philadelphia Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""Stockholm International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""Tallinn Black Nights Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""Toronto International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2022, ""festival"": ""Valladolid International Film Festival"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Silver Spike Short Film""}, {""event_year"": 2022, ""festival"": ""Valladolid International Film Festival"", ""event_type"": ""festival"", ""status"": ""special_mention"", ""category"": ""Green Spike""}, {""event_year"": 2022, ""festival"": ""Whistler Film Festival"", ""event_type"": ""festival"", ""status"": ""honorable_mention"", ""category"": ""International ShortWork Award""}, {""event_year"": 2023, ""festival"": ""Academy Awards"", ""event_type"": ""award"", ""status"": ""nominated"", ""category"": ""Best Animated Short""}, {""event_year"": 2023, ""festival"": ""Athens International Film and Video Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Bogoshorts - Bogota Short Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Buenos Aires International Festival of Independent Cinema"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Clermont-Ferrand International Short Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Curtas Vila do Conde International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Encounters Short Film and Animation Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Hong Kong International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Internationale Kurzfilmtage Winterthur"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Krakow Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Kurzfilm Festival Hamburg"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Message to Man International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""OFF - Odense International Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Palm Springs International ShortFest"", ""event_type"": ""festival"", ""status"": ""won"", ""category"": ""Audience Award - Best Animated Short""}, {""event_year"": 2023, ""festival"": ""Sophia Awards"", ""event_type"": ""award"", ""status"": ""won"", ""category"": ""Best Short Animation Film""}, {""event_year"": 2023, ""festival"": ""SXSW Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2023, ""festival"": ""Vilnius International Film Festival (Kino Pavasaris)"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}, {""event_year"": 2024, ""festival"": ""Dokufest International Documentary and Short Film Festival"", ""event_type"": ""festival"", ""status"": ""screening"", ""category"": null}]"
